"id","grade","ref","tau","lvBeta","lvA","lvEes","laEmax","laEmin","laV0","vStressed","svr","cSys","pvr","hr","LAP","CO","SV","MAP","coMax","winLo","winHi","window","toWet","lap500","lap1000","co500","co1000","lapDiur","coDiur","aftLAP","aftSVpct","aftMAP","surgeLAP","surgeMAP","af70CO","af70LAP","af110CO","af110LAP","af130CO","af130LAP"
"g0-ref",0,1,0.035,0.029,0.22,2.3,2.9,0.2,10,705,0.95,1.3,0.048,70,7.0541,5.5122,78.767,95.447,5.6639,-560,1970,2530,1970,2.5421,5.2809,0.117,0.15162,-4.1444,-1.0246,0.36018,-10.55,28.535,3.4883,39.068,-10.074,0.7765,4.2141,1.0412,-0.87997,3.0359
"g0-001",0,0,0.032928,0.026993,0.22649,2.3606,3.5924,0.16203,11.538,666.62,1.086,1.4666,0.044431,73.662,5.6788,5.607,76.105,108.72,5.9037,-330,2000,2330,2000,2.3418,4.9555,0.19411,0.2659,-3.2866,-1.3386,0.084178,-12.495,30.321,3.0296,45.919,-12.705,1.0628,-1.5418,1.3739,-6.5508,3.331
"g0-002",0,0,0.034887,0.02817,0.21239,2.4234,3.5083,0.25746,10.213,678.46,0.93037,1.1961,0.079261,80.595,6.0905,6.0212,74.694,101.71,6.2771,-380,2000,2380,2000,2.2906,4.8309,0.19637,0.25132,-2.981,-1.4528,0.32332,-10.547,30.645,3.3105,44.538,-17.097,0.93222,-4.217,1.7328,-8.7663,3.9826
"g0-003",0,0,0.034367,0.030405,0.21507,2.2997,2.4768,0.20551,8.9818,741.49,1.115,1.5679,0.049771,74.963,7.5567,5.5418,73.922,110.66,5.7395,-500,1840,2340,1840,2.6585,5.4595,0.13899,0.18443,-4.2932,-1.0714,0.25311,-13.024,29.895,3.6103,42.505,-13.963,1.1816,-0.45002,0.97419,-4.8565,2.8693
"g0-004",0,0,0.030758,0.033494,0.22916,2.2336,2.8893,0.17703,14.101,726.15,1.0224,1.3354,0.037236,70.749,8.916,5.1875,73.311,96.055,5.337,-600,1490,2090,1490,2.9289,5.9684,0.10182,0.14172,-5.2929,-0.86358,0.446,-12.138,26.778,4.0561,36.514,-12.664,1.1681,6.6922,-0.08773,3.7193,1.0318
"g0-005",0,0,0.037021,0.029976,0.17651,2.3015,2.5633,0.21106,7.9664,718.38,1.0308,1.1783,0.049411,74.291,7.4094,5.7606,77.567,107.27,5.917,-560,1890,2450,1890,2.588,5.3564,0.12149,0.15552,-4.1253,-1.0791,0.43399,-11.375,31.223,3.6997,42.539,-13.569,0.96478,-0.42925,1.372,-5.6331,3.6821
"g0-006",0,0,0.033512,0.023823,0.2471,2.1821,2.6624,0.16308,12.585,796.13,1.0367,1.3122,0.054994,77.153,6.9475,6.2356,80.852,117.28,6.3841,-660,2000,2660,2000,2.4419,5.1492,0.10672,0.14259,-3.5155,-0.99505,0.30066,-11.196,34.218,3.2094,45.544,-16.929,1.4757,-1.2982,1.785,-5.3104,4.0421
"g0-007",0,0,0.033056,0.023312,0.24297,1.9274,2.657,0.18671,8.8381,725.54,0.80677,1.443,0.03812,58.611,6.3183,5.1326,87.578,77.718,5.2262,-720,2000,2720,2000,2.5169,5.2764,0.076519,0.093583,-3.8543,-0.7829,0.25405,-8.7834,24.232,3.0969,32.341,2.92,0.10214,20.01,0.84958,14.084,2.7587
"g0-008",0,0,0.037306,0.028426,0.2122,2.6313,3.4357,0.20522,10.499,653.26,0.92928,1.5421,0.037984,71.244,5.8112,5.7417,80.567,96.445,6.0165,-340,2000,2340,2000,2.3177,4.9005,0.19897,0.26253,-3.3171,-1.4234,0.011761,-10.887,28.646,2.9123,42.995,-10.351,0.71886,-1.7028,1.7438,-8.334,4.1143
"g0-009",0,0,0.035838,0.029253,0.19463,2.7123,2.4499,0.16961,11.869,745.19,1.0907,1.1877,0.037559,73.565,7.4368,6.0115,81.748,118,6.1736,-610,1880,2490,1880,2.5627,5.3341,0.11465,0.1555,-4.0462,-1.0218,0.279,-10.81,35.462,3.4108,47.387,-14.164,1.2153,-0.79442,1.5627,-6.1744,3.9791
"g0-010",0,0,0.029844,0.028753,0.22434,2.1835,2.8392,0.18652,8.7086,794.87,0.82064,1.1498,0.054967,64.301,8.1708,5.3283,82.865,82.741,5.3747,-920,1740,2660,1740,2.6619,5.4736,0.043795,0.044382,-4.5614,-0.57007,0.57264,-8.5293,25.928,3.6592,33.243,-5.0185,0.50143,19.039,0.28009,16.909,1.8116
"g0-011",0,0,0.037211,0.038544,0.23077,2.6968,3.1023,0.20978,9.849,682.75,0.81971,1.1741,0.044452,65.594,9.0997,4.8925,74.604,74.404,5.0043,-610,1510,2120,1510,2.889,5.8064,0.094409,0.11182,-5.5387,-0.85488,0.46312,-9.0914,23.286,3.997,31.378,-6.9157,0.64015,10.161,-0.12913,4.8451,1.4085
"g0-012",0,0,0.03506,0.024359,0.16888,2.5012,2.5634,0.22679,8.2035,714.1,0.89126,1.3762,0.050291,60.435,5.3907,5.4353,89.924,89.574,5.5934,-610,2000,2610,2000,2.3708,5.0048,0.10254,0.14748,-3.299,-0.91943,-0.010323,-8.1965,29.268,2.6418,38.869,0.88559,0.12562,13.22,1.7132,5.8996,4.1921
"g0-013",0,0,0.040766,0.031695,0.23803,2.139,2.4106,0.2247,8.4911,712.4,0.82368,1.2791,0.038348,72.221,8.7382,5.5769,77.24,84.718,5.7072,-580,1600,2180,1600,2.7999,5.6732,0.10714,0.13025,-5.009,-1.0218,0.48201,-10.649,24.821,3.9673,33.758,-12.593,0.84558,1.1525,0.91091,-4.7136,2.9497
"g0-014",0,0,0.03231,0.035191,0.19601,2.2608,2.7979,0.21527,9.0878,766.44,1.0631,1.1677,0.053398,73.009,9.8776,5.2379,71.757,101.06,5.3409,-720,1340,2060,1340,2.9652,6.005,0.080716,0.10299,-5.5916,-0.73891,0.73313,-12.114,28.162,4.4281,37.13,-13.912,1.1219,6.3023,-0.084618,3.5658,1.1666
"g0-015",0,0,0.036499,0.03006,0.22554,2.0754,2.8414,0.17591,11.858,687.89,0.81579,1.3025,0.038934,72.81,7.4056,5.6905,78.176,85.469,5.8554,-530,1860,2390,1860,2.6388,5.4446,0.12676,0.16488,-4.3785,-1.1418,0.36931,-10.569,25.199,3.6347,34.938,-13.689,1.0294,1.1493,1.0193,-3.8146,2.8419
"g0-016",0,0,0.037789,0.028135,0.2619,2.2109,2.4844,0.14684,9.9296,688.3,0.93698,1.1972,0.033455,73.876,7.3002,5.7828,78.3,98.309,5.9965,-480,1880,2360,1880,2.6111,5.4179,0.14567,0.19821,-4.143,-1.1873,0.31719,-11.292,28.597,3.5667,40.032,-15.381,1.3175,-2.6921,1.4117,-8.227,3.4647
"g0-017",0,0,0.033877,0.033343,0.19478,1.9115,3.1389,0.19796,9.7184,763.9,0.99379,1.2574,0.051066,71.561,9.5525,5.141,71.837,93.39,5.2415,-720,1390,2110,1390,2.9472,5.9943,0.075804,0.10049,-5.4704,-0.737,0.73158,-12.42,25.363,4.3844,33.81,-12.997,1.0424,6.8282,0.04932,3.8726,1.3285
"g0-018",0,0,0.028033,0.032352,0.21528,2.4703,2.863,0.14419,11.019,662.47,0.88923,1.1925,0.043275,76.834,6.7774,5.8637,76.312,94.74,6.0937,-440,1980,2420,1980,2.5856,5.3602,0.16114,0.21492,-4.1385,-1.261,0.30322,-10.651,28.346,3.5365,40.087,-17.764,1.5185,0.24808,0.69775,-2.2814,1.9352
"g0-019",0,0,0.037856,0.025207,0.21156,2.647,3.3038,0.14825,8.9264,761.21,1.006,1.2504,0.046176,71.307,6.3334,6.1688,86.477,112.89,6.3236,-630,2000,2630,2000,2.3496,4.9945,0.10935,0.14631,-3.2997,-1.0239,0.16399,-9.6498,35.327,2.8992,46.888,-12.522,1.1677,-0.952,2.3849,-7.5592,5.1771
"g0-020",0,0,0.041035,0.028996,0.20871,2.3961,2.6419,0.25232,9.6359,730.39,0.81983,1.1197,0.047659,66.326,7.6794,5.5436,83.589,84.829,5.623,-730,1870,2600,1870,2.5646,5.2957,0.072317,0.075618,-4.3468,-0.84661,0.46816,-8.4752,27.082,3.5174,35.291,-6.1464,0.36545,7.2816,1.5471,0.1548,4.1119
"g0-021",0,0,0.031239,0.025366,0.20485,2.3654,3.165,0.20421,13.603,621.78,1.1172,1.576,0.046747,63.423,4.5644,4.9314,77.763,98.442,5.2054,-300,2000,2300,2000,2.2174,4.79,0.18773,0.25327,NA,NA,0.017005,-11.889,28.276,2.7267,43.509,-2.5648,0.28841,6.5184,1.0939,0.81852,2.9706
"g0-022",0,0,0.033182,0.028884,0.20378,2.0354,2.5436,0.18114,11.026,677.14,0.92175,1.4296,0.049764,74.209,6.3979,5.604,75.522,93.818,5.8166,-440,2000,2440,2000,2.4998,5.2138,0.15744,0.2074,-3.8082,-1.2391,0.28371,-11.718,26.569,3.4335,38.261,-13.499,1.0089,0.62533,1.0483,-3.6387,2.7972
"g0-023",0,0,0.032202,0.023828,0.25143,2.5332,2.7125,0.219,9.8195,647.03,0.94001,1.4906,0.03435,72.193,5.2255,6.007,83.173,101.74,6.3073,-320,2000,2320,2000,2.1881,4.7252,0.21734,0.28792,NA,NA,-0.035439,-11.049,30.14,2.6656,45.855,-10.502,0.66185,-0.061537,1.6404,-5.7366,3.792
"g0-024",0,0,0.036672,0.030016,0.21211,2.3024,2.7499,0.18883,9.3402,736.74,0.75493,1.5601,0.048961,69.051,7.0346,5.7207,82.871,80.903,5.832,-650,2000,2650,2000,2.4713,5.154,0.093294,0.11135,-4.0703,-0.96855,0.27084,-8.8831,25.139,3.2023,33.748,-9.8505,0.73049,5.5035,1.2785,0.14404,3.3323
"g0-025",0,0,0.038387,0.030818,0.25835,2.1116,3.2824,0.18977,11.03,727.32,0.87061,1.31,0.047347,79.09,8.4198,5.8975,74.56,93.901,6.0756,-520,1670,2190,1670,2.7089,5.552,0.13328,0.17309,-4.5775,-1.1544,0.43943,-11.431,26.751,3.8756,37.194,-19.117,1.4194,-4.2774,1.2366,-8.765,3.1393
"g0-026",0,0,0.036324,0.025523,0.18943,2.2295,2.4218,0.25855,9.733,716.99,0.86603,1.561,0.065746,80.493,5.7729,6.402,79.514,101.14,6.6563,-380,2000,2380,2000,2.1891,4.7092,0.20611,0.25428,-2.5151,-1.5625,0.014523,-10.779,29.874,2.7241,43.765,-16.743,0.83819,-5.1137,2.1465,-10.444,4.6895
"g0-027",0,0,0.038273,0.028409,0.20465,2.4539,2.6397,0.19991,8.0068,682.43,0.92429,1.229,0.041348,66.56,6.5956,5.4906,82.473,92.733,5.6402,-550,2000,2550,2000,2.4672,5.1608,0.11866,0.14968,-3.908,-1.0651,0.29275,-9.6525,28.835,3.2937,39.38,-6.6908,0.5395,4.4407,1.4924,-2.463,3.8718
"g0-028",0,0,0.033286,0.026056,0.2235,1.8313,2.9103,0.20678,9.8589,676.52,1.1116,1.2668,0.048757,67.704,6.7353,4.9751,73.456,99.373,5.1481,-500,1980,2480,1980,2.6229,5.439,0.12395,0.16782,-4.1701,-1.0035,0.44208,-12.839,27.026,3.7312,38.359,-7.1304,0.59018,6.646,0.62376,1.9532,2.3542
"g0-029",0,0,0.028422,0.02831,0.22586,2.4823,3.0006,0.24626,11.258,659.14,0.74554,1.1207,0.033862,72.57,6.8003,6.118,84.325,84.481,6.2856,-530,2000,2530,2000,2.5189,5.2466,0.13856,0.16762,-4.0738,-1.2705,0.30064,-8.6617,27.033,3.3741,37.098,-11.649,0.60263,6.5105,0.65526,3.216,2.2818
"g0-030",0,0,0.03569,0.027765,0.26286,2.3607,2.8785,0.16679,10.709,704.86,1.0014,1.1746,0.035922,79.522,7.5081,6.1661,77.543,111.09,6.4114,-450,1870,2320,1870,2.5685,5.3388,0.1674,0.22721,-3.9415,-1.3063,0.28145,-11.756,31.933,3.5543,45.27,-18.894,1.4968,-5.3699,1.5096,-10.093,3.6139
"g0-031",0,0,0.035088,0.025244,0.23143,2.3273,2.9197,0.18968,13.032,598.15,0.89977,1.1465,0.037871,67.341,5.2158,5.4463,80.857,88.913,5.6955,-350,2000,2350,2000,2.2936,4.9046,0.1781,0.24157,NA,NA,0.17986,-9.9344,27.579,3.0329,40.457,-7.0274,0.51124,2.8973,1.4743,-3.713,3.5695
"g0-032",0,0,0.034046,0.030196,0.2372,1.9664,3.237,0.17181,7.6699,746.68,1.0314,1.4241,0.053256,68.884,8.1624,5.0649,73.518,94.978,5.1976,-620,1700,2320,1700,2.7298,5.6207,0.094451,0.12649,-4.7785,-0.82006,0.52219,-12.227,26.166,3.896,35.734,-10.536,1.0057,6.3974,0.42897,2.569,1.9302
"g0-033",0,0,0.031602,0.028228,0.2184,2.3646,3.2338,0.20225,10.733,639.93,0.99975,1.4818,0.042997,71.569,5.7272,5.4687,76.393,98.23,5.7496,-320,2000,2320,2000,2.4035,5.0444,0.19877,0.26518,NA,NA,0.10301,-11.909,28.016,3.1507,42.579,-10.145,0.76219,1.5856,1.0029,-3.2243,2.7871
"g0-034",0,0,0.033687,0.026755,0.246,2.6522,3.1541,0.16015,9.2709,743,0.85107,1.3712,0.056871,77.582,6.289,6.4629,83.276,101.07,6.6497,-540,2000,2540,2000,2.2606,4.8178,0.13956,0.1822,-3.1946,-1.2367,0.16034,-9.3084,31.679,2.8591,43.35,-17.577,1.3111,-2.7612,1.9007,-7.1763,4.13
"g0-035",0,0,0.031628,0.032036,0.2269,2.6213,2.4762,0.17725,8.5459,750.04,0.9925,1.4664,0.065676,73.231,7.2988,5.5803,76.193,100.79,5.7282,-590,1940,2530,1940,2.5126,5.2219,0.11137,0.14635,-4.1856,-0.95183,0.32713,-10.573,30.107,3.4141,40.893,-13.902,1.2064,2.8694,0.85629,-0.52878,2.5266
"g0-036",0,0,0.034971,0.027908,0.21508,2.1198,3.3611,0.21766,9.653,668.08,1.0249,1.4095,0.032246,65.182,6.8511,5.1166,78.504,94.531,5.2989,-480,1960,2440,1960,2.6351,5.4476,0.13468,0.17702,-4.2718,-1.0681,0.26048,-11.811,26.934,3.5291,38.357,-4.6453,0.39546,7.0561,0.6584,1.1124,2.5823
"g0-037",0,0,0.031851,0.027114,0.22232,2.0773,3.0919,0.17483,11.564,709.76,0.93539,1.3779,0.042514,70.797,6.7473,5.6254,79.439,95.918,5.791,-550,2000,2550,2000,2.5256,5.272,0.11954,0.15787,-4.006,-1.0487,0.30995,-11.056,27.955,3.3899,38.546,-11.178,0.87877,4.8497,0.89512,0.73211,2.627
"g0-038",0,0,0.03492,0.027516,0.23632,2.2125,3.0209,0.16614,12.522,723.31,0.98065,1.2735,0.059707,69.59,6.7425,5.4107,77.753,96.866,5.5546,-600,2000,2600,2000,2.4788,5.1916,0.10403,0.13969,-3.9289,-0.93354,0.39105,-10.444,29.061,3.3992,39.36,-10.588,0.9157,4.3779,1.2015,-0.45231,3.1855
"g0-039",0,0,0.042632,0.029259,0.22499,2.1733,3.4934,0.17668,9.6654,627.61,0.89693,1.2365,0.052085,75.182,6.1825,5.545,73.733,90.214,5.8358,-310,2000,2310,2000,2.3928,5.0133,0.21291,0.27769,NA,NA,0.26655,-11.227,26.319,3.3967,39.857,-14.348,1.0105,-6.3681,1.9716,-13.246,4.3133
"g0-040",0,0,0.031267,0.028286,0.21937,3.0106,2.4244,0.24583,13.267,724.36,0.93405,1.5252,0.04759,73.331,6.3496,6.1181,83.403,103.92,6.2965,-530,2000,2530,2000,2.3613,4.9836,0.14209,0.17845,-3.4848,-1.2033,0.032191,-9.6437,32.421,2.8424,44.949,-12.061,0.75034,2.402,1.348,-2.1212,3.5012
"g1-ref",1,1,0.065,0.033,0.24,2.8,7.6,0.2,16,650,1.15,1,0.048,70,8.1312,4.9821,71.187,102.61,5.2408,-330,1760,2090,1760,2.5686,5.3357,0.18493,0.24276,-3.9887,-1.2629,0.31395,-11.141,30.685,3.7695,45.04,-12.683,1.0121,-16.482,4.3484,-28.508,7.8171
"g1-001",1,0,0.069921,0.03104,0.22715,2.5424,10.568,0.23287,13.795,623.38,0.97392,1.2857,0.066279,70.893,6.6122,5.0124,70.706,88.438,5.3409,-210,2000,2210,2000,2.3676,4.8365,0.24,0.31323,NA,NA,0.22251,-10.99,26.181,3.492,40.673,-13.189,0.88767,-19.797,5.1774,-33.246,8.4095
"g1-002",1,0,0.066083,0.032176,0.23166,2.9544,7.0626,0.19455,21.343,658.46,1.259,0.98138,0.057891,68.151,7.7062,4.8521,71.192,109.07,5.0844,-370,1870,2240,1870,2.4752,5.1864,0.15933,0.2136,-3.7075,-1.1813,0.32042,-10.972,33.007,3.617,47.563,-11.727,0.99321,-16.499,4.9829,-29.089,8.645
"g1-003",1,0,0.055112,0.030753,0.22335,2.3672,8.7142,0.20387,14.664,720.56,1.0246,0.91754,0.042819,59.684,8.8405,4.6789,78.402,88.145,4.76,-750,1570,2320,1570,2.7701,5.6811,0.065648,0.081093,-4.9973,-0.66814,0.60765,-9.5366,27.449,3.9473,35.93,-1.1884,0.33572,3.4318,2.2527,-7.4461,5.402
"g1-004",1,0,0.063657,0.034543,0.25416,2.5771,7.5212,0.20028,17.383,611.05,1.1374,1.0397,0.038757,71.67,8.255,4.7896,66.846,97.209,5.1206,-200,1640,1840,1640,2.8291,5.7845,0.22699,0.3004,NA,NA,0.25943,-12.376,27.491,4.0631,42.724,-13.373,1.134,-16.536,3.4786,-27.461,6.6042
"g1-005",1,0,0.068424,0.030998,0.26064,2.4459,7.4017,0.20545,15.257,680.42,1.2115,1.0578,0.049471,71.049,8.7239,4.9179,69.215,106.53,5.1795,-340,1650,1990,1650,2.594,5.3947,0.18218,0.24088,-4.0211,-1.2259,0.36911,-12.348,30.086,3.9052,44.402,-13.538,1.0228,-17.827,4.5744,-29.87,7.9968
"g1-006",1,0,0.064577,0.030932,0.21197,2.8643,9.4904,0.18136,22.819,669.46,1.0606,0.96858,0.060511,69.094,7.1799,5.2128,75.44,100.15,5.4111,-440,2000,2440,2000,2.4057,5.0035,0.13691,0.18516,-3.3255,-1.2346,0.39212,-9.902,31.28,3.4515,43.864,-12.969,1.0473,-16.166,5.0675,-29.002,8.6528
"g1-007",1,0,0.068929,0.031107,0.23289,2.1635,9.2359,0.16439,12.896,620.51,1.2079,1.0911,0.037136,61.034,7.5473,4.3051,70.542,92.86,4.5375,-320,1770,2090,1770,2.7682,5.6832,0.14384,0.20253,NA,NA,0.33788,-12.51,26.006,3.8794,38.307,-6.921,0.77641,-13.332,3.9133,-25.864,7.0205
"g1-008",1,0,0.069971,0.030704,0.26913,2.8716,8.0165,0.24746,19.126,693.86,1.1615,1.1073,0.042572,74.36,8.9947,5.3619,72.124,111.42,5.6537,-290,1650,1940,1650,2.6509,5.2928,0.20211,0.2727,-3.0415,-1.5337,0.28149,-11.955,32.026,3.8721,47.397,-15.574,0.99842,-21.275,5.5171,-34.7,9.1162
"g1-009",1,0,0.071106,0.029538,0.26164,2.5031,6.5331,0.18418,13.257,661.63,1.1206,1.0735,0.051942,69.49,7.6907,5.0122,72.132,100.87,5.2795,-310,1910,2220,1910,2.4455,5.0679,0.18311,0.24734,-3.3357,-1.3517,0.35953,-11.645,29.29,3.6009,43.825,-13.575,1.0719,-20.072,5.3533,-33.616,8.625
"g1-010",1,0,0.060136,0.031569,0.23518,2.5476,5.7784,0.18337,12.379,631.1,1.1673,1.0309,0.043233,63.091,7.4252,4.6192,73.207,96.577,4.8241,-390,1850,2240,1850,2.6686,5.4825,0.14071,0.1904,NA,NA,0.35517,-11.24,28.691,3.7649,41.124,-6.6558,0.72415,-9.173,3.3723,-20.359,6.6838
"g1-011",1,0,0.064196,0.033521,0.26011,3.2457,6.0994,0.18691,16.853,602.08,1.4592,0.85031,0.032428,70.173,8.1223,4.7559,67.804,121.87,5.1214,-170,1670,1840,1670,2.7677,5.7039,0.23023,0.31109,NA,NA,0.19779,-12.662,34.804,3.9832,54.397,-12.851,1.2115,-18.568,4.5675,-30.524,8.1256
"g1-012",1,0,0.065765,0.033454,0.27837,2.6837,6.9487,0.18241,15.948,662.04,0.90928,0.85455,0.058945,79.918,8.7141,5.5028,68.874,91.3,5.8432,-260,1720,1980,1720,2.539,5.152,0.23745,0.31963,-3.3535,-1.6432,0.50618,-10.456,27.575,3.9414,41.545,-19.873,1.2542,-20.998,4.1096,-32.454,7.155
"g1-013",1,0,0.06596,0.037232,0.21007,2.9357,6.9451,0.1643,13.055,602.78,1.0228,1.146,0.040142,61.724,7.2672,4.5204,73.239,83.523,4.7471,-320,1870,2190,1870,2.6907,5.4809,0.15946,0.21243,NA,NA,0.20875,-10.06,25.933,3.6117,37.814,-7.2917,0.83358,-13.442,3.7622,-26.607,6.8774
"g1-014",1,0,0.074627,0.041181,0.20826,2.4797,10.035,0.18,14.048,673.97,1.3421,0.87094,0.056128,76.023,10.552,4.4592,58.645,106.34,4.7589,-210,1150,1360,1150,3.1381,6.4104,0.1922,0.25911,-4.8184,-1.1866,0.52928,-13.937,27.938,4.7951,41.664,-18.627,1.8241,-23.039,4.0776,-33.989,6.9013
"g1-015",1,0,0.060522,0.036477,0.24111,2.5754,9.5222,0.20815,14.658,708.23,1.2867,1.2252,0.048278,54.176,9.6019,3.8319,70.724,89.005,3.9342,-630,1400,2030,1400,2.9175,5.909,0.073048,0.099442,-5.5601,-0.61391,0.50024,-11.252,26.086,4.1053,35.205,3.8869,0.1042,2.913,1.7372,-7.7966,4.9191
"g1-016",1,0,0.055979,0.031211,0.25285,3.1595,8.4384,0.19172,14.951,697.73,1.0514,0.90101,0.035817,65.266,8.4418,5.2911,81.07,100.99,5.4281,-590,1700,2290,1700,2.6269,5.4274,0.10109,0.13442,-4.5205,-0.93857,0.38752,-8.9083,32.882,3.6201,43.605,-8.443,0.81978,-7.0814,3.4549,-18.432,7.0849
"g1-017",1,0,0.073374,0.032034,0.23974,2.8201,6.6786,0.19349,16.775,628.77,1.2633,1.0052,0.039019,64.105,7.8544,4.6161,72.003,103.78,4.8691,-300,1790,2090,1790,2.619,5.4141,0.17101,0.22858,NA,NA,0.25502,-11.519,30.707,3.7249,45.361,-10.151,0.92773,-19.529,5.5041,-34.189,8.8129
"g1-018",1,0,0.076162,0.037166,0.19418,2.583,6.6145,0.17965,14.701,703.89,1.1165,0.97854,0.061512,79.885,9.7056,5.1389,64.327,103.32,5.5142,-190,1500,1690,1500,2.6167,5.3419,0.24137,0.33385,-2.9713,-1.6295,0.51547,-12.536,28.659,4.1589,44.012,-19.854,1.3171,-25.698,5.1404,-38.791,8.058
"g1-019",1,0,0.076168,0.032285,0.29054,2.6412,8.7955,0.17518,14.204,647.12,1.1929,1.0143,0.042385,64.386,8.4238,4.5477,70.657,97.157,4.7887,-320,1670,1990,1670,2.6833,5.5242,0.15704,0.21547,NA,NA,0.33161,-11.438,28.63,3.8459,41.691,-11.458,1.1313,-20.638,5.2513,-35.181,8.2798
"g1-020",1,0,0.064568,0.03723,0.24263,2.5665,7.5533,0.19797,13.841,625.02,1.1872,1.0933,0.069289,70.876,8.0837,4.4695,63.081,94.748,4.7559,-230,1700,1930,1700,2.796,5.6865,0.19852,0.26214,NA,NA,0.37534,-12.402,26.667,4.1413,40.886,-13.018,1.2361,-15.906,3.4431,-26.036,6.5099
"g1-021",1,0,0.060186,0.029075,0.27751,3.3531,9.256,0.17242,13.23,753.08,1.2226,0.94905,0.043323,73.223,8.7415,5.8274,79.609,127.67,6.0404,-510,1730,2240,1730,2.4469,5.0719,0.13822,0.18943,-3.4406,-1.1852,0.36708,-10.448,39.44,3.4659,54.016,-16.373,1.3974,-17.291,5.2724,-29.272,9.3542
"g1-022",1,0,0.062177,0.030025,0.21924,3.0793,8.9173,0.20751,14.045,643.12,1.1841,1.0712,0.037897,65.671,7.0917,5.1246,78.038,108.32,5.3683,-360,2000,2360,2000,2.4181,5.0706,0.17188,0.22941,NA,NA,0.17691,-10.591,33.332,3.3175,48.641,-9.0519,0.75736,-14.091,4.8724,-27.065,8.6972
"g1-023",1,0,0.060937,0.036548,0.2774,2.7656,8.539,0.21604,16.866,644.26,1.2747,1.071,0.037405,74.906,9.4369,4.7969,64.034,108.28,5.1293,-200,1370,1570,1370,3.0702,6.2031,0.22019,0.29769,NA,NA,0.2463,-13.452,29.265,4.3566,45.301,-15.37,1.5071,-16.539,3.0551,-25.911,6.2721
"g1-024",1,0,0.061335,0.034993,0.19525,2.2528,7.0991,0.20692,21.832,657.45,1.1031,0.98461,0.046002,64.228,8.734,4.4835,69.828,89.4,4.6345,-500,1530,2030,1530,2.9398,5.9609,0.10537,0.14376,-5.1881,-0.90034,0.54302,-11.577,25.832,4.245,35.744,-7.1706,0.68907,-7.0641,2.5897,-17.587,5.6625
"g1-025",1,0,0.063513,0.0369,0.25907,2.6575,9.7628,0.20981,16.653,635.04,1.2556,1.1397,0.038905,74.189,9.066,4.7,63.341,104.55,5.0524,-160,1440,1600,1440,3.0117,6.1177,0.23354,0.31165,NA,NA,0.2071,-13.625,27.953,4.264,44.201,-14.911,1.4297,-17.555,3.3054,-27.458,6.475
"g1-026",1,0,0.053271,0.029732,0.23219,2.0997,8.6718,0.18779,14.507,623.87,1.2577,1.1757,0.050496,67.892,6.9572,4.5779,67.428,102.18,4.8488,-280,1910,2190,1910,2.6839,5.535,0.17673,0.23969,NA,NA,0.32205,-13.579,27.233,3.8377,41.739,-9.2215,0.8661,-8.1306,2.5254,-16.619,5.4763
"g1-027",1,0,0.059155,0.030552,0.22663,2.8027,8.7099,0.17745,18.089,649,1.2866,0.91186,0.043837,70.529,7.6012,5.1073,72.442,116.66,5.3798,-340,1850,2190,1850,2.5236,5.2937,0.1791,0.24196,NA,NA,0.30225,-11.642,34.459,3.6601,50.243,-12.747,1.0737,-14.452,4.1325,-25.276,7.7798
"g1-028",1,0,0.061438,0.038913,0.27415,2.2989,7.101,0.22464,12.459,637.73,1.0725,1.0775,0.065728,65.087,9.3874,4.0981,62.967,79.473,4.2717,-400,1380,1780,1380,3.131,6.1923,0.12706,0.16599,NA,NA,0.56369,-11.962,22.483,4.5653,32.37,-8.1582,0.86126,-7.4028,1.7142,-16.825,4.2978
"g1-029",1,0,0.060454,0.034058,0.23866,2.5164,7.0543,0.24275,15.731,633.29,1.0372,0.96852,0.064027,64.887,7.9544,4.5416,70.016,85.447,4.708,-430,1760,2190,1760,2.7341,5.548,0.13001,0.16638,NA,NA,0.51014,-10.339,26.065,4.0253,36.865,-7.0041,0.58768,-7.6648,2.9189,-18.523,6.04
"g1-030",1,0,0.049609,0.037566,0.24096,2.4346,7.2415,0.19687,17.516,728.58,1.2829,1.3806,0.062339,77.292,9.5549,4.864,62.934,111,5.1039,-370,1360,1730,1360,3.0603,6.1599,0.15134,0.20947,-5.1591,-1.0108,0.37602,-14.317,28.31,4.3332,41.266,-17.842,1.9148,-10.878,1.79,-16.997,4.324
"g1-031",1,0,0.064685,0.029183,0.23726,3.5451,9.0665,0.15506,16.973,702.93,1.1689,0.93971,0.049252,70.249,7.3177,5.6523,80.447,118.64,5.881,-420,2000,2420,2000,2.2478,4.7579,0.15232,0.20898,-2.7276,-1.3287,0.2469,-9.4523,38.229,3.1845,52.624,-15.26,1.3733,-20.258,6.329,-34.557,10.137
"g1-032",1,0,0.064678,0.035158,0.28018,2.9233,10.287,0.17884,12.689,597.06,0.96704,0.9527,0.052367,72.614,7.6369,4.9637,68.359,86.799,5.3201,-190,1890,2080,1890,2.4594,5.1566,0.25892,0.33752,NA,NA,0.26215,-10.073,26.976,3.676,42.11,-14.757,1.1419,-18.447,3.8413,-30.388,6.8406
