"id","grade","ref","tau","lvBeta","lvA","lvEes","laEmax","laEmin","laV0","vStressed","svr","cSys","pvr","hr","protocol","x","HR","CO","SV","EF","MAP","LAP","EDP","EDV","mPAP","RAP","E","A","EA","DT","ep","Eep","LAVI","TRv","SD","echoGrade","lapHigh"
"g2-034",2,0,0.071399,0.042054,0.25724,3.8379,1.4463,0.36504,46.244,1050.5,1.0261,0.86915,0.064875,65.758,"af",110,109.18,4.6401,42.499,0.57939,91.134,20.519,16.27,78.298,27.141,8.2245,82.454,0,NA,175.14,5.608,14.703,37.368,2.4377,1.4574,NA,1
"g2-034",2,0,0.071399,0.042054,0.25724,3.8379,1.4463,0.36504,46.244,1050.5,1.0261,0.86915,0.064875,65.758,"af",130,129.03,4.0405,31.314,0.52974,86.635,25.023,21.43,55.129,30.681,9.1422,82.487,0,NA,169.7,5.5608,14.833,40.229,2.4601,1.2909,NA,1
"g2-034",2,0,0.071399,0.042054,0.25724,3.8379,1.4463,0.36504,46.244,1050.5,1.0261,0.86915,0.064875,65.758,"af",150,148.88,3.2257,21.666,0.3904,74.947,26.5,26.807,46.828,31.257,10.649,89.753,0,NA,NA,5.4553,16.453,40.015,2.3063,1.349,NA,1
"g2-035",2,0,0.073777,0.045227,0.25135,2.5282,1.1409,0.39178,62.21,964.97,1.2054,1.0442,0.076942,72.49,"volume",0,72.499,4.0848,56.343,0.52494,92.093,18.017,20.755,107.34,24.756,6.9942,77.064,49.713,1.5502,162.77,5.3471,14.412,40.13,2.482,1.8552,2,1
"g2-035",2,0,0.073777,0.045227,0.25135,2.5282,1.1409,0.39178,62.21,964.97,1.2054,1.0442,0.076942,72.49,"volume",-2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g2-035",2,0,0.073777,0.045227,0.25135,2.5282,1.1409,0.39178,62.21,964.97,1.2054,1.0442,0.076942,72.49,"volume",-1500,83.803,3.4001,40.572,0.4988,78.687,7.3445,6.5592,81.339,12.953,1.7552,53.481,68.3,0.78302,NA,5.6075,9.5374,30.896,1.9868,1.1629,1,0
"g2-035",2,0,0.073777,0.045227,0.25135,2.5282,1.1409,0.39178,62.21,964.97,1.2054,1.0442,0.076942,72.49,"volume",-1000,77.894,3.8357,49.243,0.5154,86.04,10.767,11.692,95.55,17.094,2.8053,62.956,57.554,1.0938,250.87,5.537,11.37,34.609,2.2334,1.4059,1,0
"g2-035",2,0,0.073777,0.045227,0.25135,2.5282,1.1409,0.39178,62.21,964.97,1.2054,1.0442,0.076942,72.49,"volume",-750,76.016,3.9518,51.987,0.51967,88.183,12.638,14.308,100.05,19.157,3.6066,67.721,52.324,1.2943,180.1,5.5007,12.311,36.303,2.3241,1.5233,1,0
"g2-035",2,0,0.073777,0.045227,0.25135,2.5282,1.1409,0.39178,62.21,964.97,1.2054,1.0442,0.076942,72.49,"volume",-500,74.592,4.0219,53.919,0.52226,89.77,14.493,16.679,103.25,21.127,4.5899,71.687,49.916,1.4361,171.73,5.4571,13.136,37.796,2.3935,1.6339,2,1
"g2-035",2,0,0.073777,0.045227,0.25135,2.5282,1.1409,0.39178,62.21,964.97,1.2054,1.0442,0.076942,72.49,"volume",-250,73.457,4.0627,55.307,0.5239,90.991,16.285,18.801,105.57,22.981,5.7323,74.774,49.374,1.5144,165.81,5.4074,13.828,39.065,2.4443,1.7435,2,1
"g2-035",2,0,0.073777,0.045227,0.25135,2.5282,1.1409,0.39178,62.21,964.97,1.2054,1.0442,0.076942,72.49,"volume",250,71.594,4.0937,57.179,0.52563,93.078,19.711,22.619,108.79,26.464,8.3351,78.715,50.28,1.5655,160.9,5.2793,14.91,41.026,2.5102,1.9692,2,1
"g2-035",2,0,0.073777,0.045227,0.25135,2.5282,1.1409,0.39178,62.21,964.97,1.2054,1.0442,0.076942,72.49,"volume",500,70.737,4.0958,57.902,0.52636,93.985,21.382,24.437,110.01,28.136,9.7364,79.91,50.899,1.57,161.18,5.2016,15.363,41.786,2.5318,2.0778,2,1
"g2-035",2,0,0.073777,0.045227,0.25135,2.5282,1.1409,0.39178,62.21,964.97,1.2054,1.0442,0.076942,72.49,"volume",750,69.945,4.0944,58.537,0.52712,94.847,23.043,26.241,111.05,29.789,11.188,80.776,51.521,1.5678,161.85,5.1181,15.782,42.432,2.5489,2.1726,2,1
"g2-035",2,0,0.073777,0.045227,0.25135,2.5282,1.1409,0.39178,62.21,964.97,1.2054,1.0442,0.076942,72.49,"volume",1000,69.187,4.0882,59.09,0.52779,95.743,24.695,28.013,111.96,31.436,12.674,81.412,52.133,1.5616,162.46,5.028,16.192,42.983,2.5628,2.2468,2,1
"g2-035",2,0,0.073777,0.045227,0.25135,2.5282,1.1409,0.39178,62.21,964.97,1.2054,1.0442,0.076942,72.49,"volume",1500,67.727,4.0674,60.056,0.52933,97.412,27.984,31.562,113.46,34.69,15.728,82.28,53.3,1.5437,164.36,4.8428,16.99,43.869,2.5822,2.3188,2,1
"g2-035",2,0,0.073777,0.045227,0.25135,2.5282,1.1409,0.39178,62.21,964.97,1.2054,1.0442,0.076942,72.49,"volume",2000,66.329,4.0375,60.871,0.53096,99.032,31.256,35.08,114.64,37.912,18.861,82.848,54.388,1.5233,165.85,4.655,17.798,44.541,2.5937,2.39,2,1
"g2-035",2,0,0.073777,0.045227,0.25135,2.5282,1.1409,0.39178,62.21,964.97,1.2054,1.0442,0.076942,72.49,"afterload",0.7,72.49,4.4611,61.542,0.58636,73.783,17.08,19.44,104.96,24.433,7.709,78.042,48.805,1.5991,172.17,5.3545,14.575,40.117,2.451,1.9302,2,1
"g2-035",2,0,0.073777,0.045227,0.25135,2.5282,1.1409,0.39178,62.21,964.97,1.2054,1.0442,0.076942,72.49,"afterload",0.85,72.49,4.2651,58.837,0.55381,83.351,17.576,20.134,106.24,24.607,7.3314,77.725,49.28,1.5772,167.04,5.3538,14.518,40.129,2.4677,1.7673,2,1
"g2-035",2,0,0.073777,0.045227,0.25135,2.5282,1.1409,0.39178,62.21,964.97,1.2054,1.0442,0.076942,72.49,"afterload",1,72.49,4.0841,56.34,0.52487,92.085,18.017,20.756,107.34,24.753,6.9931,77.058,49.691,1.5507,162.59,5.3475,14.41,40.128,2.4819,1.8556,2,1
"g2-035",2,0,0.073777,0.045227,0.25135,2.5282,1.1409,0.39178,62.21,964.97,1.2054,1.0442,0.076942,72.49,"afterload",1.25,72.49,3.8128,52.598,0.48307,105.07,18.665,21.679,108.89,24.956,6.4972,75.445,50.286,1.5003,156.15,5.3291,14.157,40.122,2.5017,2.008,2,1
"g2-035",2,0,0.073777,0.045227,0.25135,2.5282,1.1409,0.39178,62.21,964.97,1.2054,1.0442,0.076942,72.49,"afterload",1.5,72.49,3.5733,49.294,0.44758,116.39,19.218,22.474,110.14,25.114,6.0738,73.423,50.777,1.446,151.6,5.3046,13.841,40.106,2.5173,2.1655,2,1
"g2-035",2,0,0.073777,0.045227,0.25135,2.5282,1.1409,0.39178,62.21,964.97,1.2054,1.0442,0.076942,72.49,"afterload",1.75,72.49,3.3607,46.361,0.41702,126.33,19.692,23.16,111.18,25.237,5.7097,71.167,51.199,1.39,147.75,5.2764,13.488,40.082,2.5297,2.3277,2,1
"g2-035",2,0,0.073777,0.045227,0.25135,2.5282,1.1409,0.39178,62.21,964.97,1.2054,1.0442,0.076942,72.49,"surge",1,72.49,3.6762,50.714,0.44719,122.21,23.298,26.978,113.41,29.364,8.7155,77.397,53.678,1.4419,146.57,5.1684,14.975,42.23,2.6133,2.4634,2,1
"g2-035",2,0,0.073777,0.045227,0.25135,2.5282,1.1409,0.39178,62.21,964.97,1.2054,1.0442,0.076942,72.49,"af",70,69.479,3.5626,51.276,0.52029,85.256,17.851,17.769,99.618,23.742,8.252,77.029,0,NA,167.51,5.3587,14.375,39.557,2.3439,1.251,NA,1
"g2-035",2,0,0.073777,0.045227,0.25135,2.5282,1.1409,0.39178,62.21,964.97,1.2054,1.0442,0.076942,72.49,"af",90,89.33,3.9515,44.235,0.49563,88.92,17.599,15.271,96.561,24.145,7.0732,78.323,0,NA,166.06,5.4032,14.496,38.732,2.3723,1.0717,NA,1
"g2-035",2,0,0.073777,0.045227,0.25135,2.5282,1.1409,0.39178,62.21,964.97,1.2054,1.0442,0.076942,72.49,"af",110,109.18,3.848,35.244,0.46487,88.25,19.129,15.59,82.31,25.464,7.0572,79.971,0,NA,166.51,5.4489,14.677,38.97,2.363,1.1885,NA,1
"g2-035",2,0,0.073777,0.045227,0.25135,2.5282,1.1409,0.39178,62.21,964.97,1.2054,1.0442,0.076942,72.49,"af",130,129.03,3.4504,26.741,0.42166,84.869,22.318,20.087,60.561,27.959,8.1169,87.387,0,NA,164.42,5.4433,16.054,40.745,2.2984,1.2826,NA,1
"g2-035",2,0,0.073777,0.045227,0.25135,2.5282,1.1409,0.39178,62.21,964.97,1.2054,1.0442,0.076942,72.49,"af",150,148.88,2.7439,18.43,0.36359,72.5,24.861,25.727,41.286,29.551,9.7012,80.615,0,NA,NA,5.3194,15.155,41.93,2.2568,1.5789,NA,1
"g2-036",2,0,0.079061,0.047671,0.2379,2.8991,1.526,0.3322,66.773,923.29,1.3579,0.88282,0.048647,60.114,"volume",0,60.117,3.4983,58.192,0.54761,88.578,17.942,22.438,106.27,22.063,6.7809,73.175,66.99,1.0923,167.29,4.9917,14.659,44.048,2.3706,3.172,2,1
"g2-036",2,0,0.079061,0.047671,0.2379,2.8991,1.526,0.3322,66.773,923.29,1.3579,0.88282,0.048647,60.114,"volume",-2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g2-036",2,0,0.079061,0.047671,0.2379,2.8991,1.526,0.3322,66.773,923.29,1.3579,0.88282,0.048647,60.114,"volume",-1500,68.288,3.0131,44.123,0.52633,77.059,6.7037,7.4504,83.833,10.25,1.3175,47.388,53.977,0.87794,370.67,5.2355,9.0514,33.38,1.8713,1.799,1,0
"g2-036",2,0,0.079061,0.047671,0.2379,2.8991,1.526,0.3322,66.773,923.29,1.3579,0.88282,0.048647,60.114,"volume",-1000,64.158,3.3274,51.862,0.5399,83.18,10.495,13.221,96.068,14.417,2.4771,59.419,57.156,1.0396,195.66,5.173,11.486,37.78,2.1242,2.2443,1,0
"g2-036",2,0,0.079061,0.047671,0.2379,2.8991,1.526,0.3322,66.773,923.29,1.3579,0.88282,0.048647,60.114,"volume",-750,62.841,3.4062,54.203,0.54325,84.952,12.448,15.859,99.781,16.459,3.3342,64.241,60.002,1.0707,183.84,5.139,12.501,39.718,2.2126,2.4534,1,0
"g2-036",2,0,0.079061,0.047671,0.2379,2.8991,1.526,0.3322,66.773,923.29,1.3579,0.88282,0.048647,60.114,"volume",-500,61.803,3.4537,55.882,0.54524,86.35,14.335,18.223,102.5,18.402,4.3628,68.057,62.657,1.0862,175.97,5.0993,13.346,41.393,2.2796,2.6715,2,1
"g2-036",2,0,0.079061,0.047671,0.2379,2.8991,1.526,0.3322,66.773,923.29,1.3579,0.88282,0.048647,60.114,"volume",-250,60.909,3.482,57.168,0.54661,87.531,16.16,20.392,104.59,20.261,5.5215,70.985,64.979,1.0924,170.39,5.051,14.054,42.829,2.3305,2.9111,2,1
"g2-036",2,0,0.079061,0.047671,0.2379,2.8991,1.526,0.3322,66.773,923.29,1.3579,0.88282,0.048647,60.114,"volume",250,59.369,3.5079,59.086,0.54864,89.552,19.709,24.441,107.7,23.84,8.1069,74.843,68.775,1.0882,166.31,4.9242,15.199,45.102,2.4031,3.4489,2,1
"g2-036",2,0,0.079061,0.047671,0.2379,2.8991,1.526,0.3322,66.773,923.29,1.3579,0.88282,0.048647,60.114,"volume",500,58.664,3.5113,59.854,0.54952,90.469,21.459,26.39,108.92,25.591,9.4883,76.097,70.367,1.0814,165.91,4.8503,15.689,45.998,2.43,3.7261,2,1
"g2-036",2,0,0.079061,0.047671,0.2379,2.8991,1.526,0.3322,66.773,923.29,1.3579,0.88282,0.048647,60.114,"volume",750,57.996,3.5107,60.533,0.55039,91.424,23.201,28.31,109.99,27.336,10.911,77.078,71.825,1.0731,166.34,4.77,16.159,46.773,2.4527,3.9844,2,1
"g2-036",2,0,0.079061,0.047671,0.2379,2.8991,1.526,0.3322,66.773,923.29,1.3579,0.88282,0.048647,60.114,"volume",1000,57.346,3.5072,61.16,0.55135,92.288,24.935,30.234,110.93,29.063,12.37,77.867,73.162,1.0643,166.62,4.6856,16.618,47.44,2.4716,4.216,2,1
"g2-036",2,0,0.079061,0.047671,0.2379,2.8991,1.526,0.3322,66.773,923.29,1.3579,0.88282,0.048647,60.114,"volume",1500,56.097,3.4922,62.253,0.55335,93.986,28.371,34.062,112.5,32.482,15.369,79.073,75.538,1.0468,167.67,4.5116,17.526,48.527,2.5006,4.5692,2,1
"g2-036",2,0,0.079061,0.047671,0.2379,2.8991,1.526,0.3322,66.773,923.29,1.3579,0.88282,0.048647,60.114,"volume",2000,54.917,3.469,63.167,0.55527,95.659,31.773,37.817,113.76,35.857,18.453,79.971,77.604,1.0305,168.39,4.3379,18.436,49.364,2.5206,4.7988,2,1
"g2-036",2,0,0.079061,0.047671,0.2379,2.8991,1.526,0.3322,66.773,923.29,1.3579,0.88282,0.048647,60.114,"afterload",0.7,60.114,3.7951,63.132,0.60521,70.374,17.156,21.131,104.31,21.623,7.3995,73.961,65.093,1.1362,176.36,4.9912,14.818,44.05,2.3363,3.4352,2,1
"g2-036",2,0,0.079061,0.047671,0.2379,2.8991,1.526,0.3322,66.773,923.29,1.3579,0.88282,0.048647,60.114,"afterload",0.85,60.114,3.6412,60.572,0.57483,79.856,17.575,21.827,105.37,21.861,7.0725,73.735,66.118,1.1152,171.73,4.994,14.765,44.059,2.3548,3.2812,2,1
"g2-036",2,0,0.079061,0.047671,0.2379,2.8991,1.526,0.3322,66.773,923.29,1.3579,0.88282,0.048647,60.114,"afterload",1,60.114,3.4982,58.194,0.5476,88.579,17.943,22.44,106.27,22.064,6.78,73.177,66.992,1.0923,167.3,4.9916,14.66,44.049,2.3706,3.1722,2,1
"g2-036",2,0,0.079061,0.047671,0.2379,2.8991,1.526,0.3322,66.773,923.29,1.3579,0.88282,0.048647,60.114,"afterload",1.25,60.114,3.2834,54.62,0.50782,101.7,18.489,23.361,107.56,22.357,6.3461,71.786,68.237,1.052,161.53,4.9801,14.415,44.032,2.3932,3.3418,2,1
"g2-036",2,0,0.079061,0.047671,0.2379,2.8991,1.526,0.3322,66.773,923.29,1.3579,0.88282,0.048647,60.114,"afterload",1.5,60.114,3.0923,51.44,0.47361,113.27,18.955,24.158,108.62,22.599,5.9722,69.99,69.273,1.0103,156.74,4.9628,14.103,44.005,2.4115,3.572,2,1
"g2-036",2,0,0.079061,0.047671,0.2379,2.8991,1.526,0.3322,66.773,923.29,1.3579,0.88282,0.048647,60.114,"afterload",1.75,60.114,2.9213,48.596,0.4438,123.54,19.358,24.853,109.51,22.8,5.6473,67.947,70.136,0.96879,153.06,4.9417,13.75,43.97,2.4266,3.814,2,1
"g2-036",2,0,0.079061,0.047671,0.2379,2.8991,1.526,0.3322,66.773,923.29,1.3579,0.88282,0.048647,60.114,"surge",1,60.114,3.1867,53.011,0.47363,119.19,23.14,29.029,111.93,26.894,8.6149,73.833,73.797,1.0005,152.13,4.8292,15.289,46.43,2.5134,4.1605,2,1
"g2-036",2,0,0.079061,0.047671,0.2379,2.8991,1.526,0.3322,66.773,923.29,1.3579,0.88282,0.048647,60.114,"af",70,69.479,3.4377,49.478,0.5242,87.226,17.332,16.977,96.03,21.388,7.0822,72.981,0,NA,171.72,5.0328,14.501,42.983,2.2637,1.2963,NA,1
"g2-036",2,0,0.079061,0.047671,0.2379,2.8991,1.526,0.3322,66.773,923.29,1.3579,0.88282,0.048647,60.114,"af",90,89.33,3.7009,41.429,0.49828,89.337,17.155,14.663,91.355,21.526,6.1559,73.829,0,NA,172.33,5.0815,14.529,42.028,2.2621,1.1213,NA,1
"g2-036",2,0,0.079061,0.047671,0.2379,2.8991,1.526,0.3322,66.773,923.29,1.3579,0.88282,0.048647,60.114,"af",110,109.18,3.5118,32.165,0.46278,88.212,19.129,16.063,73.788,23.239,6.4674,73.615,0,NA,170.29,5.109,14.409,43.015,2.2599,2.0791,NA,1
"g2-036",2,0,0.079061,0.047671,0.2379,2.8991,1.526,0.3322,66.773,923.29,1.3579,0.88282,0.048647,60.114,"af",130,129.03,3.0382,23.546,0.41282,83.302,22.613,21.376,51.909,26.171,7.7798,80.253,0,NA,168.34,5.077,15.807,45.314,2.2042,1.4134,NA,1
"g2-036",2,0,0.079061,0.047671,0.2379,2.8991,1.526,0.3322,66.773,923.29,1.3579,0.88282,0.048647,60.114,"af",150,148.88,2.3539,15.81,0.27193,69.751,23.731,26.264,47.323,26.68,9.4824,72.314,0,NA,NA,4.8781,14.824,45.168,2.099,2.338,NA,1
"g2-037",2,0,0.073286,0.042076,0.2673,2.6243,1.1654,0.39504,52.259,927.17,0.97653,0.83216,0.046896,65.292,"volume",0,65.296,4.1962,64.264,0.57299,78.531,17.271,19.91,112.16,22.091,7.0962,81.204,46.538,1.7449,172.2,5.4467,14.909,37.847,2.3771,1.9311,2,1
"g2-037",2,0,0.073286,0.042076,0.2673,2.6243,1.1654,0.39504,52.259,927.17,0.97653,0.83216,0.046896,65.292,"volume",-2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g2-037",2,0,0.073286,0.042076,0.2673,2.6243,1.1654,0.39504,52.259,927.17,0.97653,0.83216,0.046896,65.292,"volume",-1500,74.188,3.5832,48.299,0.55574,67.057,6.6114,6.4167,86.914,10.725,1.5342,52.502,50.897,1.0315,NA,5.6706,9.2587,28.318,1.9112,1.1484,1,0
"g2-037",2,0,0.073286,0.042076,0.2673,2.6243,1.1654,0.39504,52.259,927.17,0.97653,0.83216,0.046896,65.292,"volume",-1000,69.627,3.9929,57.348,0.56834,73.158,10.201,11.579,100.9,14.786,2.7151,65.703,43.611,1.5066,204.84,5.6098,11.712,32.273,2.1525,1.3837,1,0
"g2-037",2,0,0.073286,0.042076,0.2673,2.6243,1.1654,0.39504,52.259,927.17,0.97653,0.83216,0.046896,65.292,"volume",-750,68.184,4.0951,60.059,0.57104,74.979,12.074,14.012,105.18,16.777,3.5767,71.129,43.225,1.6456,191.98,5.5775,12.753,34.005,2.2382,1.5226,1,0
"g2-037",2,0,0.073286,0.042076,0.2673,2.6243,1.1654,0.39504,52.259,927.17,0.97653,0.83216,0.046896,65.292,"volume",-500,67.066,4.1538,61.937,0.57244,76.368,13.881,16.169,108.2,18.652,4.6172,75.49,44.066,1.7131,182.18,5.5407,13.625,35.504,2.3008,1.6527,2,1
"g2-037",2,0,0.073286,0.042076,0.2673,2.6243,1.1654,0.39504,52.259,927.17,0.97653,0.83216,0.046896,65.292,"volume",-250,66.121,4.1824,63.253,0.57277,77.521,15.607,18.105,110.44,20.41,5.8006,78.793,45.29,1.7398,175.92,5.4985,14.33,36.771,2.3454,1.7853,2,1
"g2-037",2,0,0.073286,0.042076,0.2673,2.6243,1.1654,0.39504,52.259,927.17,0.97653,0.83216,0.046896,65.292,"volume",250,64.521,4.1988,65.077,0.57296,79.487,18.908,21.652,113.58,23.731,8.4644,82.907,47.683,1.7387,171.39,5.3835,15.4,38.765,2.4007,2.0912,2,1
"g2-037",2,0,0.073286,0.042076,0.2673,2.6243,1.1654,0.39504,52.259,927.17,0.97653,0.83216,0.046896,65.292,"volume",500,63.765,4.1937,65.768,0.57294,80.374,20.529,23.358,114.79,25.344,9.8865,84.073,48.723,1.7255,171.3,5.3128,15.824,39.548,2.4184,2.2606,2,1
"g2-037",2,0,0.073286,0.042076,0.2673,2.6243,1.1654,0.39504,52.259,927.17,0.97653,0.83216,0.046896,65.292,"volume",750,63.063,4.1859,66.376,0.57306,81.261,22.148,25.062,115.83,26.953,11.354,84.866,49.713,1.7071,173,5.2321,16.22,40.219,2.4322,2.4279,2,1
"g2-037",2,0,0.073286,0.042076,0.2673,2.6243,1.1654,0.39504,52.259,927.17,0.97653,0.83216,0.046896,65.292,"volume",1000,62.349,4.1709,66.896,0.57303,82.119,23.761,26.724,116.74,28.548,12.849,85.397,50.638,1.6864,174.53,5.1453,16.597,40.788,2.4427,2.578,2,1
"g2-037",2,0,0.073286,0.042076,0.2673,2.6243,1.1654,0.39504,52.259,927.17,0.97653,0.83216,0.046896,65.292,"volume",1500,61.006,4.1369,67.811,0.57345,83.848,26.989,30.081,118.25,31.739,15.921,86.038,52.387,1.6423,176.95,4.9596,17.348,41.706,2.4567,2.8057,2,1
"g2-037",2,0,0.073286,0.042076,0.2673,2.6243,1.1654,0.39504,52.259,927.17,0.97653,0.83216,0.046896,65.292,"volume",2000,59.7,4.0945,68.583,0.5741,85.515,30.212,33.457,119.46,34.913,19.066,86.407,53.974,1.6009,179.31,4.7665,18.128,42.397,2.4635,2.9506,2,1
"g2-037",2,0,0.073286,0.042076,0.2673,2.6243,1.1654,0.39504,52.259,927.17,0.97653,0.83216,0.046896,65.292,"afterload",0.7,65.292,4.5002,68.924,0.62669,62.309,16.462,18.767,109.98,21.627,7.6677,81.361,45.392,1.7924,181.03,5.4468,14.937,37.894,2.3433,2.1871,2,1
"g2-037",2,0,0.073286,0.042076,0.2673,2.6243,1.1654,0.39504,52.259,927.17,0.97653,0.83216,0.046896,65.292,"afterload",0.85,65.292,4.343,66.516,0.5984,70.702,16.891,19.372,111.15,21.876,7.3673,81.435,46.003,1.7702,176.33,5.449,14.945,37.878,2.3613,2.0632,2,1
"g2-037",2,0,0.073286,0.042076,0.2673,2.6243,1.1654,0.39504,52.259,927.17,0.97653,0.83216,0.046896,65.292,"afterload",1,65.292,4.1961,64.267,0.57299,78.531,17.272,19.911,112.16,22.091,7.0952,81.207,46.538,1.745,172.21,5.4466,14.91,37.848,2.3771,1.9313,2,1
"g2-037",2,0,0.073286,0.042076,0.2673,2.6243,1.1654,0.39504,52.259,927.17,0.97653,0.83216,0.046896,65.292,"afterload",1.25,65.292,3.9737,60.859,0.53561,90.498,17.847,20.732,113.63,22.411,6.6848,80.405,47.317,1.6993,166.81,5.4359,14.792,37.803,2.4004,1.7658,2,1
"g2-037",2,0,0.073286,0.042076,0.2673,2.6243,1.1654,0.39504,52.259,927.17,0.97653,0.83216,0.046896,65.292,"afterload",1.5,65.292,3.7729,57.785,0.50311,101.25,18.35,21.456,114.86,22.684,6.3238,79.208,47.975,1.651,161.8,5.4202,14.614,37.754,2.42,1.8666,2,1
"g2-037",2,0,0.073286,0.042076,0.2673,2.6243,1.1654,0.39504,52.259,927.17,0.97653,0.83216,0.046896,65.292,"afterload",1.75,65.292,3.5907,54.994,0.4745,110.95,18.793,22.097,115.91,22.918,6.0044,77.745,48.539,1.6017,157.98,5.4013,14.394,37.701,2.4367,1.977,2,1
"g2-037",2,0,0.073286,0.042076,0.2673,2.6243,1.1654,0.39504,52.259,927.17,0.97653,0.83216,0.046896,65.292,"surge",1,65.292,3.8725,59.31,0.50214,106.51,22.223,25.64,118.12,26.671,9.0755,83.198,51.209,1.6247,157.53,5.2942,15.715,39.847,2.5014,2.1377,2,1
"g2-037",2,0,0.073286,0.042076,0.2673,2.6243,1.1654,0.39504,52.259,927.17,0.97653,0.83216,0.046896,65.292,"af",70,69.479,3.9711,57.155,0.56004,75.87,16.733,16.409,103.5,21.307,7.6863,80.185,0,NA,176.75,5.4726,14.652,36.807,2.2603,1.1898,NA,1
"g2-037",2,0,0.073286,0.042076,0.2673,2.6243,1.1654,0.39504,52.259,927.17,0.97653,0.83216,0.046896,65.292,"af",90,89.33,4.4114,49.383,0.53987,79.071,16.631,13.941,99.665,21.717,6.6042,81.365,0,NA,176.74,5.4885,14.825,35.876,2.2839,1.0304,NA,1
"g2-037",2,0,0.073286,0.042076,0.2673,2.6243,1.1654,0.39504,52.259,927.17,0.97653,0.83216,0.046896,65.292,"af",110,109.18,4.2958,39.346,0.51059,78.661,18.356,14.447,82.729,23.252,6.6635,77.994,0,NA,174.71,5.5226,14.123,36.114,2.2964,1.1922,NA,1
"g2-037",2,0,0.073286,0.042076,0.2673,2.6243,1.1654,0.39504,52.259,927.17,0.97653,0.83216,0.046896,65.292,"af",130,129.03,3.7922,29.39,0.46666,75.268,21.532,18.475,59.737,25.829,7.6917,75.187,0,NA,176.05,5.4992,13.672,37.794,2.2738,1.2814,NA,1
"g2-037",2,0,0.073286,0.042076,0.2673,2.6243,1.1654,0.39504,52.259,927.17,0.97653,0.83216,0.046896,65.292,"af",150,148.88,2.5989,17.456,0.20791,58.88,22.959,23.928,79.032,26.187,9.2609,78.466,0,NA,147.84,4.9937,15.713,36.483,2.095,1.4057,NA,1
"g2-038",2,0,0.065085,0.037465,0.25704,2.8185,1.1745,0.33501,46.593,860.06,1.1755,0.70188,0.054372,67.518,"volume",0,67.514,4.4826,66.396,0.5504,97.524,14.458,16.909,120.63,20.165,6.3554,82.875,55.556,1.4917,178.09,6.2045,13.357,36.067,2.3204,1.8862,2,1
"g2-038",2,0,0.065085,0.037465,0.25704,2.8185,1.1745,0.33501,46.593,860.06,1.1755,0.70188,0.054372,67.518,"volume",-2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g2-038",2,0,0.065085,0.037465,0.25704,2.8185,1.1745,0.33501,46.593,860.06,1.1755,0.70188,0.054372,67.518,"volume",-1500,79.817,3.5772,44.817,0.52294,81.332,5.1411,4.1192,85.702,9.6922,1.2755,50.819,63.486,0.80048,NA,6.425,7.9096,25.6,1.8334,1.1099,1,0
"g2-038",2,0,0.065085,0.037465,0.25704,2.8185,1.1745,0.33501,46.593,860.06,1.1755,0.70188,0.054372,67.518,"volume",-1000,73.211,4.1536,56.735,0.54128,90.615,7.9172,8.5682,104.82,13.202,2.2382,64.046,56.265,1.1383,278.39,6.3592,10.071,29.667,2.0795,1.2941,1,0
"g2-038",2,0,0.065085,0.037465,0.25704,2.8185,1.1745,0.33501,46.593,860.06,1.1755,0.70188,0.054372,67.518,"volume",-750,71.116,4.3093,60.596,0.54587,93.213,9.5586,10.983,111.01,15.044,2.994,70.25,53.404,1.3154,205.45,6.3281,11.101,31.602,2.1707,1.438,1,0
"g2-038",2,0,0.065085,0.037465,0.25704,2.8185,1.1745,0.33501,46.593,860.06,1.1755,0.70188,0.054372,67.518,"volume",-500,69.625,4.4034,63.244,0.5484,95.031,11.228,13.18,115.33,16.833,3.956,75.554,52.987,1.4259,192.56,6.2942,12.004,33.325,2.2391,1.577,1,0
"g2-038",2,0,0.065085,0.037465,0.25704,2.8185,1.1745,0.33501,46.593,860.06,1.1755,0.70188,0.054372,67.518,"volume",-250,68.468,4.4542,65.055,0.54963,96.407,12.863,15.122,118.37,18.533,5.0896,79.748,54.035,1.4759,183.78,6.2549,12.75,34.806,2.287,1.7213,1,0
"g2-038",2,0,0.065085,0.037465,0.25704,2.8185,1.1745,0.33501,46.593,860.06,1.1755,0.70188,0.054372,67.518,"volume",250,66.663,4.4956,67.437,0.55077,98.523,16.037,18.615,122.44,21.76,7.7081,85.107,57.06,1.4915,175.39,6.1415,13.858,37.141,2.3449,2.0757,2,1
"g2-038",2,0,0.065085,0.037465,0.25704,2.8185,1.1745,0.33501,46.593,860.06,1.1755,0.70188,0.054372,67.518,"volume",500,65.881,4.5004,68.311,0.5511,99.435,17.618,20.296,123.95,23.346,9.1239,86.664,58.459,1.4825,175.35,6.0677,14.283,38.059,2.3636,2.2863,2,1
